original_ref,journal_full,volume,page,year,pmid,status
JNP39:p.536,,,,,,PARSE_ERROR
JNP42(6):658,Journal of Natural Products,42.0,658.0,,541688,RESOLVED
JNP42:399,Journal of Natural Products,42.0,399.0,,,NOT_FOUND
JNP42:450,Journal of Natural Products,42.0,450.0,,,NOT_FOUND
JNP42:532.1979,Journal of Natural Products,42.0,532.0,,,NOT_FOUND
JNP42:658,Journal of Natural Products,42.0,658.0,,541688,RESOLVED
JNP43:265,Journal of Natural Products,43.0,265.0,,,NOT_FOUND
JNP43:407,Journal of Natural Products,43.0,407.0,,,NOT_FOUND
JNP43:527,Journal of Natural Products,43.0,527.0,,,NOT_FOUND
JNP45&50,,,,,,PARSE_ERROR
JNP45:15.1982,Journal of Natural Products,45.0,15.0,,,NOT_FOUND
JNP45:19.1982,Journal of Natural Products,45.0,19.0,,,NOT_FOUND
JNP45:22.1982,Journal of Natural Products,45.0,22.0,,,NOT_FOUND
JNP45:23.1982,Journal of Natural Products,45.0,23.0,,,NOT_FOUND
JNP45:725,Journal of Natural Products,45.0,725.0,,6298369,RESOLVED
JNP46(5),,,,,,PARSE_ERROR
JNP48:146.1985,Journal of Natural Products,48.0,146.0,,4009182,RESOLVED
JNP48:766.1985,Journal of Natural Products,48.0,766.0,,3866005,RESOLVED
JNP49.1986,,,,,,PARSE_ERROR
JNP49:1117.1987,Journal of Natural Products,49.0,1117.0,,3572419,RESOLVED
JNP49:133,Journal of Natural Products,49.0,133.0,,,NOT_FOUND
JNP49:133.1986,Journal of Natural Products,49.0,133.0,,,NOT_FOUND
JNP49:156,Journal of Natural Products,49.0,156.0,,,NOT_FOUND
JNP49:180.1986,Journal of Natural Products,49.0,180.0,,3754570,RESOLVED
JNP49:298.1986,Journal of Natural Products,49.0,298.0,,3734813,RESOLVED
JNP49:340.1986,Journal of Natural Products,49.0,340.0,,,NOT_FOUND
JNP49:348.1986,Journal of Natural Products,49.0,348.0,,3734816,RESOLVED
JNP49:428.1986,Journal of Natural Products,49.0,428.0,,3760882,RESOLVED
JNP49:5750,Journal of Natural Products,49.0,5750.0,,,NOT_FOUND
JNP49:5750 JAF39:2290,Journal of Natural Products,49.0,5750.0,,,NOT_FOUND
JNP49:5750 JAF39:2290,Journal of Agricultural and Food Chemistry,39.0,2290.0,,,NOT_FOUND
JNP49:5750 JAF44:2802,Journal of Natural Products,49.0,5750.0,,,NOT_FOUND
JNP49:5750 JAF44:2802,Journal of Agricultural and Food Chemistry,44.0,2802.0,,,NOT_FOUND
JNP49:5750 JNP49:156,Journal of Natural Products,49.0,5750.0,,,NOT_FOUND
JNP49:5750 JNP49:156,Journal of Natural Products,49.0,156.0,,,NOT_FOUND
JNP49:5750 M29,Journal of Natural Products,49.0,5750.0,,,NOT_FOUND
JNP49:5750 M29,,,,,,BOOK
JNP49:631.1986,Journal of Natural Products,49.0,631.0,,3783159,RESOLVED
JNP49:941.1986,Journal of Natural Products,49.0,941.0,,,NOT_FOUND
JNP50,,,,,,PARSE_ERROR
JNP50#3:1987,,,,,,PARSE_ERROR
JNP50(2):294.1987,,,,,,PARSE_ERROR
JNP50:1015,Journal of Natural Products,50.0,1015.0,,,NOT_FOUND
JNP50:1016,Journal of Natural Products,50.0,1016.0,,,NOT_FOUND
JNP50:1017,Journal of Natural Products,50.0,1017.0,,,NOT_FOUND
JNP50:1019,Journal of Natural Products,50.0,1019.0,,,NOT_FOUND
JNP50:1035,Journal of Natural Products,50.0,1035.0,,,NOT_FOUND
JNP50:1040,Journal of Natural Products,50.0,1040.0,,,NOT_FOUND
JNP50:1154,Journal of Natural Products,50.0,1154.0,,,NOT_FOUND
JNP50:188.1987,Journal of Natural Products,50.0,188.0,,3655794,RESOLVED
JNP50:1987,Journal of Natural Products,50.0,1987.0,,,NOT_FOUND
JNP50:313.1987,Journal of Natural Products,50.0,313.0,,3655800,RESOLVED
JNP50:396.1987,Journal of Natural Products,50.0,396.0,,,NOT_FOUND
JNP50:4,Journal of Natural Products,50.0,4.0,,,NOT_FOUND
JNP50:418.1987,Journal of Natural Products,50.0,418.0,,3668558,RESOLVED
JNP50:44.1987,Journal of Natural Products,50.0,44.0,,,NOT_FOUND
JNP50:706 EMP5:209,Journal of Natural Products,50.0,706.0,,2828553,RESOLVED
JNP50:706 EMP5:209,Economic and Medicinal Plant Research,5.0,209.0,,,NOT_FOUND
JNP50:706.1987,Journal of Natural Products,50.0,706.0,,2828553,RESOLVED
JNP50:7061987,Journal of Natural Products,50.0,7061987.0,,,NOT_FOUND
JNP50:730.1987,Journal of Natural Products,50.0,730.0,,3430168,RESOLVED
JNP50:767.1980,Journal of Natural Products,50.0,767.0,,3430174,AMBIGUOUS
JNP50:767.1987,Journal of Natural Products,50.0,767.0,,3430174,AMBIGUOUS
JNP50:772.1987,Journal of Natural Products,50.0,772.0,,3430175,RESOLVED
JNP50:847.1987,Journal of Natural Products,50.0,847.0,,3325613,RESOLVED
JNP50:891:1987,,,,,,PARSE_ERROR
JNP50:961.1987,Journal of Natural Products,50.0,961.0,,3325614,RESOLVED
JNP50{2},,,,,,PARSE_ERROR
JNP51:901.1988,Journal of Natural Products,51.0,901.0,,2849640,RESOLVED
JNP52:606,Journal of Natural Products,52.0,606.0,,2550587,RESOLVED
JNP52:879,Journal of Natural Products,52.0,879.0,,2553872,RESOLVED
JNP52:896,Journal of Natural Products,52.0,896.0,,2809613,RESOLVED
JNP52:922,Journal of Natural Products,52.0,922.0,,2607354,RESOLVED
JNP53(2):279,Journal of Natural Products,53.0,279.0,,,NOT_FOUND
JNP53(2):354,Journal of Natural Products,53.0,354.0,,,NOT_FOUND
JNP53(2):382,Journal of Natural Products,53.0,382.0,,2380713,RESOLVED
JNP53(2):391,Journal of Natural Products,53.0,391.0,,,NOT_FOUND
JNP53(2):396,Journal of Natural Products,53.0,396.0,,2166136,RESOLVED
JNP53(2):422,Journal of Natural Products,53.0,422.0,,2380715,RESOLVED
JNP53(2):456,Journal of Natural Products,53.0,456.0,,2380718,RESOLVED
JNP53(2):503,Journal of Natural Products,53.0,503.0,,2380722,RESOLVED
JNP53(2):513,Journal of Natural Products,53.0,513.0,,2380724,RESOLVED
JNP53(3):503,Journal of Natural Products,53.0,503.0,,2380722,RESOLVED
JNP53(3):513,Journal of Natural Products,53.0,513.0,,2380724,RESOLVED
JNP53(3):587,Journal of Natural Products,53.0,587.0,,1698933,RESOLVED
JNP53(3):588,Journal of Natural Products,53.0,588.0,,,NOT_FOUND
JNP53(3):603,Journal of Natural Products,53.0,603.0,,,NOT_FOUND
JNP53(3):603 ABS1,Journal of Natural Products,53.0,603.0,,,NOT_FOUND
JNP53(3):603 ABS1,,,,,,PARSE_ERROR
JNP53(3):609,Journal of Natural Products,53.0,609.0,,2213032,RESOLVED
JNP53(3):706,Journal of Natural Products,53.0,706.0,,,NOT_FOUND
JNP53(4):1022,Journal of Natural Products,53.0,1022.0,,,NOT_FOUND
JNP53(4):1023,Journal of Natural Products,53.0,1023.0,,,NOT_FOUND
JNP53(4):1039,Journal of Natural Products,53.0,1039.0,,2095372,RESOLVED
JNP53(4):774,Journal of Natural Products,53.0,774.0,,,NOT_FOUND
JNP53(4):803,Journal of Natural Products,53.0,803.0,,2095374,RESOLVED
JNP53(4):807,Journal of Natural Products,53.0,807.0,,,NOT_FOUND
JNP53(4):830,Journal of Natural Products,53.0,830.0,,1965654,RESOLVED
JNP53(4):932,Journal of Natural Products,53.0,932.0,,2095375,RESOLVED
JNP53(4):956,Journal of Natural Products,53.0,956.0,,,NOT_FOUND
JNP53(4):968,Journal of Natural Products,53.0,968.0,,,NOT_FOUND
JNP53(4):989,Journal of Natural Products,53.0,989.0,,,NOT_FOUND
JNP53(4):993,Journal of Natural Products,53.0,993.0,,,NOT_FOUND
JNP53(5):1215,Journal of Natural Products,53.0,1215.0,,,NOT_FOUND
JNP53(5):1235,Journal of Natural Products,53.0,1235.0,,,NOT_FOUND
JNP53(5):1239,Journal of Natural Products,53.0,1239.0,,,NOT_FOUND
JNP53(5):1250,Journal of Natural Products,53.0,1250.0,,,NOT_FOUND
JNP53(5):1369  382,Journal of Natural Products,53.0,1369.0,,,NOT_FOUND
JNP53(5):1369  382,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990.",,,,,DUKE_REF_ID
JNP53(6):1408,Journal of Natural Products,53.0,1408.0,,,NOT_FOUND
JNP53(6):1448,Journal of Natural Products,53.0,1448.0,,,NOT_FOUND
JNP53(6):1451,Journal of Natural Products,53.0,1451.0,,,NOT_FOUND
JNP53(6):1463,Journal of Natural Products,53.0,1463.0,,,NOT_FOUND
JNP53(6):1479,Journal of Natural Products,53.0,1479.0,,1708405,RESOLVED
JNP53(6):1508,Journal of Natural Products,53.0,1508.0,,1965201,RESOLVED
JNP53(6):1514,Journal of Natural Products,53.0,1514.0,,2089120,RESOLVED
JNP53(6):1526,Journal of Natural Products,53.0,1526.0,,2089121,RESOLVED
JNP53(6):1548,Journal of Natural Products,53.0,1548.0,,,NOT_FOUND
JNP53(6):1572,Journal of Natural Products,53.0,1572.0,,2089123,RESOLVED
JNP53(6):1575,Journal of Natural Products,53.0,1575.0,,2089124,RESOLVED
JNP53(6):1587,Journal of Natural Products,53.0,1587.0,,2089125,RESOLVED
JNP53:1009,Journal of Natural Products,53.0,1009.0,,1982768,RESOLVED
JNP53:1021,Journal of Natural Products,53.0,1021.0,,2095370,RESOLVED
JNP53:1187,Journal of Natural Products,53.0,1187.0,,2292686,RESOLVED
JNP53:1447,Journal of Natural Products,53.0,1447.0,,1965200,RESOLVED
JNP53:1451,Journal of Natural Products,53.0,1451.0,,,NOT_FOUND
JNP53:456,Journal of Natural Products,53.0,456.0,,2380718,RESOLVED
JNP53:803,Journal of Natural Products,53.0,803.0,,2095374,RESOLVED
JNP53:830,Journal of Natural Products,53.0,830.0,,1965654,RESOLVED
JNP53:993,Journal of Natural Products,53.0,993.0,,,NOT_FOUND
JNP54,,,,,,PARSE_ERROR
JNP54:1102,Journal of Natural Products,54.0,1102.0,,1791475,RESOLVED
JNP54:142,Journal of Natural Products,54.0,142.0,,,NOT_FOUND
JNP54:1499,Journal of Natural Products,54.0,1499.0,,,NOT_FOUND
JNP54:152,Journal of Natural Products,54.0,152.0,,,NOT_FOUND
JNP54:1531,Journal of Natural Products,54.0,1531.0,,1725878,RESOLVED
JNP54:1533,Journal of Natural Products,54.0,1533.0,,,NOT_FOUND
JNP54:1535,Journal of Natural Products,54.0,1535.0,,,NOT_FOUND
JNP54:1541,Journal of Natural Products,54.0,1541.0,,,NOT_FOUND
JNP54:1549,Journal of Natural Products,54.0,1549.0,,,NOT_FOUND
JNP54:1576,Journal of Natural Products,54.0,1576.0,,,NOT_FOUND
JNP54:1583,Journal of Natural Products,54.0,1583.0,,,NOT_FOUND
JNP54:1588,Journal of Natural Products,54.0,1588.0,,,NOT_FOUND
JNP54:1595,Journal of Natural Products,54.0,1595.0,,1812212,RESOLVED
JNP54:1625,Journal of Natural Products,54.0,1625.0,,1812213,RESOLVED
JNP54:1639,Journal of Natural Products,54.0,1639.0,,1667412,RESOLVED
JNP54:1640,Journal of Natural Products,54.0,1640.0,,,NOT_FOUND
JNP54:1642,Journal of Natural Products,54.0,1642.0,,,NOT_FOUND
JNP54:1678,Journal of Natural Products,54.0,1678.0,,,NOT_FOUND
JNP54:1678 CL102:223,Journal of Natural Products,54.0,1678.0,,,NOT_FOUND
JNP54:1678 CL102:223,,102.0,223.0,,,UNKNOWN_JOURNAL
JNP54:1681,Journal of Natural Products,54.0,1681.0,,1812217,RESOLVED
JNP54:218,Journal of Natural Products,54.0,218.0,,2045817,RESOLVED
JNP54:419,Journal of Natural Products,54.0,419.0,,,NOT_FOUND
JNP54:445,Journal of Natural Products,54.0,445.0,,1919589,RESOLVED
JNP54:453,Journal of Natural Products,54.0,453.0,,1919590,RESOLVED
JNP54:455,Journal of Natural Products,54.0,455.0,,,NOT_FOUND
JNP54:463,Journal of Natural Products,54.0,463.0,,,NOT_FOUND
JNP54:464,Journal of Natural Products,54.0,464.0,,,NOT_FOUND
JNP54:483,Journal of Natural Products,54.0,483.0,,1919591,RESOLVED
JNP54:501,Journal of Natural Products,54.0,501.0,,,NOT_FOUND
JNP54:632,Journal of Natural Products,54.0,632.0,,1919593,RESOLVED
JNP54:719,Journal of Natural Products,54.0,719.0,,,NOT_FOUND
JNP54:720,Journal of Natural Products,54.0,720.0,,,NOT_FOUND
JNP54:720 EMP5:334,Journal of Natural Products,54.0,720.0,,,NOT_FOUND
JNP54:720 EMP5:334,Economic and Medicinal Plant Research,5.0,334.0,,,NOT_FOUND
JNP54:720 POP:113,Journal of Natural Products,54.0,720.0,,,NOT_FOUND
JNP54:720 POP:113,Plantes medicinales et Phytotherapie,,113.0,,,BOOK
JNP54:721,Journal of Natural Products,54.0,721.0,,,NOT_FOUND
JNP54:723,Journal of Natural Products,54.0,723.0,,,NOT_FOUND
JNP54:724,Journal of Natural Products,54.0,724.0,,,NOT_FOUND
JNP54:725,Journal of Natural Products,54.0,725.0,,,NOT_FOUND
JNP54:726,Journal of Natural Products,54.0,726.0,,,NOT_FOUND
JNP54:727,Journal of Natural Products,54.0,727.0,,,NOT_FOUND
JNP54:728,Journal of Natural Products,54.0,728.0,,,NOT_FOUND
JNP54:729,Journal of Natural Products,54.0,729.0,,,NOT_FOUND
JNP54:730,Journal of Natural Products,54.0,730.0,,,NOT_FOUND
JNP54:731,Journal of Natural Products,54.0,731.0,,,NOT_FOUND
JNP54:732,Journal of Natural Products,54.0,732.0,,,NOT_FOUND
JNP54:856,Journal of Natural Products,54.0,856.0,,1955885,RESOLVED
JNP54:860,Journal of Natural Products,54.0,860.0,,,NOT_FOUND
JNP54:882,Journal of Natural Products,54.0,882.0,,,NOT_FOUND
JNP54:900,Journal of Natural Products,54.0,900.0,,,NOT_FOUND
JNP55:1067,Journal of Natural Products,55.0,1067.0,,1279126,RESOLVED
JNP55:1100 JMC33:1364 JMC33:2660,Journal of Natural Products,55.0,1100.0,,1331331,RESOLVED
JNP55:1100 JMC33:1364 JMC33:2660,Journal of Medicinal Chemistry,33.0,1364.0,,2158562,RESOLVED
JNP55:1100 JMC33:1364 JMC33:2660,Journal of Medicinal Chemistry,33.0,2660.0,,2167985,RESOLVED
JNP55:1136,Journal of Natural Products,55.0,1136.0,,1431936,RESOLVED
JNP55:1313,Journal of Natural Products,55.0,1313.0,,,NOT_FOUND
JNP55:1468,Journal of Natural Products,55.0,1468.0,,,NOT_FOUND
JNP55:1732,Journal of Natural Products,55.0,1732.0,,1338212,RESOLVED
JNP55:1732 EMP5:197,Journal of Natural Products,55.0,1732.0,,1338212,RESOLVED
JNP55:1732 EMP5:197,Economic and Medicinal Plant Research,5.0,197.0,,,NOT_FOUND
JNP55:1732 JE32:146,Journal of Natural Products,55.0,1732.0,,1338212,RESOLVED
JNP55:1732 JE32:146,Journal of Ethnopharmacology,32.0,146.0,,,NOT_FOUND
JNP55:1732 PAM,Journal of Natural Products,55.0,1732.0,,1338212,RESOLVED
JNP55:1732 PAM,,,,,,UNKNOWN_CODE
JNP55:401,Journal of Natural Products,55.0,401.0,,1324981,RESOLVED
JNP55:401 BPB20:1017,Journal of Natural Products,55.0,401.0,,1324981,RESOLVED
JNP55:401 BPB20:1017,Biological and Pharmaceutical Bulletin,20.0,1017.0,,,NOT_FOUND
JNP55:999,Journal of Natural Products,55.0,999.0,,1402962,RESOLVED
JNP56:1426,Journal of Natural Products,56.0,1426.0,,8229021,RESOLVED
JNP56:153,Journal of Natural Products,56.0,153.0,,8383731,RESOLVED
JNP56:1539,Journal of Natural Products,56.0,1539.0,,8254349,RESOLVED
JNP56:2041,Journal of Natural Products,56.0,2041.0,,8133294,RESOLVED
JNP56:849 X11764006,Journal of Natural Products,56.0,849.0,,8350087,RESOLVED
JNP56:849 X11764006,,,,,11764006.0,RESOLVED
JNP56:935,Journal of Natural Products,56.0,935.0,,,NOT_FOUND
JNP57:1517,Journal of Natural Products,57.0,1517.0,,7853002,RESOLVED
JNP57:658,Journal of Natural Products,57.0,658.0,,8064299,RESOLVED
JNP57:68,Journal of Natural Products,57.0,68.0,,8158166,RESOLVED
JNP58:1901,Journal of Natural Products,58.0,1901.0,,8691210,RESOLVED
JNP58:1901 TIH14:223,Journal of Natural Products,58.0,1901.0,,8691210,RESOLVED
JNP58:1901 TIH14:223,,14.0,223.0,,,UNKNOWN_JOURNAL
JNP58:217,Journal of Natural Products,58.0,217.0,,7769390,RESOLVED
JNP58:217 AAC41:992,Journal of Natural Products,58.0,217.0,,7769390,RESOLVED
JNP58:217 AAC41:992,Antimicrobial Agents and Chemotherapy,41.0,992.0,,9145858,RESOLVED
JNP58:217 GPH29:121 JMF2:167,Journal of Natural Products,58.0,217.0,,7769390,RESOLVED
JNP58:217 GPH29:121 JMF2:167,,29.0,121.0,,,UNKNOWN_JOURNAL
JNP58:217 GPH29:121 JMF2:167,Journal of Medicinal Food,2.0,167.0,,19281371,RESOLVED
JNP58:217 JMF2:167,Journal of Natural Products,58.0,217.0,,7769390,RESOLVED
JNP58:217 JMF2:167,Journal of Medicinal Food,2.0,167.0,,19281371,RESOLVED
JNP58:217 TIH14:223,Journal of Natural Products,58.0,217.0,,7769390,RESOLVED
JNP58:217 TIH14:223,,14.0,223.0,,,UNKNOWN_JOURNAL
JNP59(2):100,Journal of Natural Products,59.0,100.0,,8991944,RESOLVED
JNP59(2):97,Journal of Natural Products,59.0,97.0,,8991957,RESOLVED
JNP59(9):834,Journal of Natural Products,59.0,834.0,,8864236,RESOLVED
JNP59:205,Journal of Natural Products,59.0,205.0,,8991956,RESOLVED
JNP59:205 JE26:74,Journal of Natural Products,59.0,205.0,,8991956,RESOLVED
JNP59:205 JE26:74,Journal of Ethnopharmacology,26.0,74.0,,,NOT_FOUND
JNP59:27,Journal of Natural Products,59.0,27.0,,8984149,RESOLVED
JNP59:35,Journal of Natural Products,59.0,35.0,,8984151,RESOLVED
JNP59:403,Journal of Natural Products,59.0,403.0,,8699183,RESOLVED
JNP59:581,Journal of Natural Products,59.0,581.0,,8786364,RESOLVED
JNP59:587,Journal of Natural Products,59.0,587.0,,8786365,RESOLVED
JNP59:643,Journal of Natural Products,59.0,643.0,,8759159,RESOLVED
JNP59:643 CAN,Journal of Natural Products,59.0,643.0,,8759159,RESOLVED
JNP59:643 CAN,Cancer Research,,,,,JOURNAL_ONLY
JNP59:658,Journal of Natural Products,59.0,658.0,,8759161,RESOLVED
JNP59:671,Journal of Natural Products,59.0,671.0,,8759164,RESOLVED
JNP59:701,Journal of Natural Products,59.0,701.0,,8759170,RESOLVED
JNP59:748,Journal of Natural Products,59.0,748.0,,8792622,RESOLVED
JNP59:823,Journal of Natural Products,59.0,823.0,,8864235,RESOLVED
JNP59:823 LAF,Journal of Natural Products,59.0,823.0,,8864235,RESOLVED
JNP59:823 LAF,Life Sciences,,,,,JOURNAL_ONLY
JNP59:843,Journal of Natural Products,59.0,843.0,,,NOT_FOUND
JNP59:850,Journal of Natural Products,59.0,850.0,,8864238,RESOLVED
JNP59:890,Journal of Natural Products,59.0,890.0,,,NOT_FOUND
JNP59:965,Journal of Natural Products,59.0,965.0,,,NOT_FOUND
JNP59:987,Journal of Natural Products,59.0,987.0,,8904847,RESOLVED
JNP59:987 411,Journal of Natural Products,59.0,987.0,,8904847,RESOLVED
JNP59:987 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
JNP59:987 JBH,Journal of Natural Products,59.0,987.0,,8904847,RESOLVED
JNP59:987 JBH,,,,,,UNKNOWN_CODE
JNP59:987 M11,Journal of Natural Products,59.0,987.0,,8904847,RESOLVED
JNP59:987 M11,,,,,,BOOK
JNP60(9):869,Journal of Natural Products,60.0,869.0,,9322358,RESOLVED
JNP60(9):869 PNA89:2399,Journal of Natural Products,60.0,869.0,,9322358,RESOLVED
JNP60(9):869 PNA89:2399,Proceedings of the National Academy of Sciences,89.0,2399.0,,,NOT_FOUND
JNP60(9):884,Journal of Natural Products,60.0,884.0,,9322359,RESOLVED
JNP60:249,Journal of Natural Products,60.0,249.0,,9157191,RESOLVED
JNP60:331,Journal of Natural Products,60.0,331.0,,,NOT_FOUND
JNP60:408,Journal of Natural Products,60.0,408.0,,9134749,RESOLVED
JNP60:417,Journal of Natural Products,60.0,417.0,,9134750,RESOLVED
JNP60:609 X15736313,Journal of Natural Products,60.0,609.0,,9214733,RESOLVED
JNP60:609 X15736313,,,,,15736313.0,RESOLVED
JNP60:609 X15736313 411,Journal of Natural Products,60.0,609.0,,9214733,RESOLVED
JNP60:609 X15736313 411,,,,,15736313.0,RESOLVED
JNP60:609 X15736313 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
JNP61:108,Journal of Natural Products,61.0,108.0,,9461657,RESOLVED
JNP61:1090,Journal of Natural Products,61.0,1090.0,,9748372,RESOLVED
JNP61:1090 JNP57:243,Journal of Natural Products,61.0,1090.0,,9748372,RESOLVED
JNP61:1090 JNP57:243,Journal of Natural Products,57.0,243.0,,8176401,RESOLVED
JNP61:1090 LAF351,Journal of Natural Products,61.0,1090.0,,9748372,RESOLVED
JNP61:1090 LAF351,,,,,,PARSE_ERROR
JNP61:1126,Journal of Natural Products,61.0,1126.0,,9748380,RESOLVED
JNP61:1133,Journal of Natural Products,61.0,1133.0,,9748382,RESOLVED
JNP61:1146,Journal of Natural Products,61.0,1146.0,,9748386,RESOLVED
JNP61:1212,Journal of Natural Products,61.0,1212.0,,9784154,RESOLVED
JNP61:1212 COX2000,Journal of Natural Products,61.0,1212.0,,9784154,RESOLVED
JNP61:1212 COX2000,,,,,,PARSE_ERROR
JNP61:1447,Journal of Natural Products,61.0,1447.0,,9834179,RESOLVED
JNP61:1447 JBH,Journal of Natural Products,61.0,1447.0,,9834179,RESOLVED
JNP61:1447 JBH,,,,,,UNKNOWN_CODE
JNP61:1447 JNP55:1313 PM56(6):506,Journal of Natural Products,61.0,1447.0,,9834179,RESOLVED
JNP61:1447 JNP55:1313 PM56(6):506,Journal of Natural Products,55.0,1313.0,,,NOT_FOUND
JNP61:1447 JNP55:1313 PM56(6):506,Planta Medica,56.0,506.0,,,NOT_FOUND
JNP61:2 BO2 COX:79,Journal of Natural Products,61.0,2.0,,9461646,RESOLVED
JNP61:2 BO2 COX:79,,,,,,PARSE_ERROR
JNP61:2 BO2 COX:79,,,79.0,,,UNKNOWN_JOURNAL
JNP61:362,Journal of Natural Products,61.0,362.0,,9544566,RESOLVED
JNP61:8,Journal of Natural Products,61.0,8.0,,9461647,RESOLVED
JNP61:82,Journal of Natural Products,61.0,82.0,,9461656,RESOLVED
JNP62:1558,Journal of Natural Products,62.0,1558.0,,10579873,RESOLVED
JNP63:1344,Journal of Natural Products,63.0,1344.0,,11076549,RESOLVED
JNP63:599,Journal of Natural Products,63.0,599.0,,10843567,RESOLVED
JNP63:605,Journal of Natural Products,63.0,605.0,,10843569,RESOLVED
JNP63:627,Journal of Natural Products,63.0,627.0,,10843573,RESOLVED
JNP63:676,Journal of Natural Products,63.0,676.0,,10843586,RESOLVED
JNP63:680,Journal of Natural Products,63.0,680.0,,10843587,RESOLVED
JNP64:1188,Journal of Natural Products,64.0,1188.0,,,NOT_FOUND
JNP64:1545,Journal of Natural Products,64.0,1545.0,,11754608,RESOLVED
JNP64:1562,Journal of Natural Products,64.0,1562.0,,11754613,RESOLVED
JNP65:1227,Journal of Natural Products,65.0,1227.0,,12350137,RESOLVED
JNP65:1457,Journal of Natural Products,65.0,1457.0,,12398543,RESOLVED
JNP65:1517,Journal of Natural Products,65.0,1517.0,,12444669,RESOLVED
JNP65:1727,Journal of Natural Products,65.0,1727.0,,12444716,RESOLVED
JNP65:1773,Journal of Natural Products,65.0,1773.0,,12502312,RESOLVED
JNP65:645,Journal of Natural Products,65.0,645.0,,12027734,RESOLVED
JNP65:789,Journal of Natural Products,65.0,789.0,,12027771,RESOLVED
JNP65:953,Journal of Natural Products,65.0,953.0,,12141851,RESOLVED
JNP66:263,Journal of Natural Products,66.0,263.0,,12608862,RESOLVED
JNP66:263 JNP57:243,Journal of Natural Products,66.0,263.0,,12608862,RESOLVED
JNP66:263 JNP57:243,Journal of Natural Products,57.0,243.0,,8176401,RESOLVED
JNP66:263 JNP67:344,Journal of Natural Products,66.0,263.0,,12608862,RESOLVED
JNP66:263 JNP67:344,Journal of Natural Products,67.0,344.0,,,NOT_FOUND
JNP66:583,Journal of Natural Products,66.0,583.0,,12762787,RESOLVED
JNP66:583 525,Journal of Natural Products,66.0,583.0,,12762787,RESOLVED
JNP66:583 525,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp.",,,,,DUKE_REF_ID
JNP67:323,Journal of Natural Products,67.0,323.0,,,NOT_FOUND
JNP67:344,Journal of Natural Products,67.0,344.0,,,NOT_FOUND
JNP67:359,Journal of Natural Products,67.0,359.0,,,NOT_FOUND
JNP67:374,Journal of Natural Products,67.0,374.0,,,NOT_FOUND
JNP7:51,Journal of Natural Products,7.0,51.0,,,NOT_FOUND
JNP7:51 JBH,Journal of Natural Products,7.0,51.0,,,NOT_FOUND
JNP7:51 JBH,,,,,,UNKNOWN_CODE
JNP:39,Journal of Natural Products,,39.0,,,BOOK
JNS34:587,,34.0,587.0,,,UNKNOWN_JOURNAL
JNU,,,,,,UNKNOWN_CODE
JNU RWG,,,,,,UNKNOWN_CODE
JNU RWG,,,,,,UNKNOWN_CODE
JOB16:755,,16.0,755.0,,,UNKNOWN_JOURNAL
JOB6:343,,6.0,343.0,,,UNKNOWN_JOURNAL
JOC56:4596,Journal of Organic Chemistry,56.0,4596.0,,,NOT_FOUND
JOC56:4636,Journal of Organic Chemistry,56.0,4636.0,,,NOT_FOUND
JOC56:804,Journal of Organic Chemistry,56.0,804.0,,,NOT_FOUND
JOC58:4306,Journal of Organic Chemistry,58.0,4306.0,,,NOT_FOUND
JOC58:5025,Journal of Organic Chemistry,58.0,5025.0,,,NOT_FOUND
JOC58:850,Journal of Organic Chemistry,58.0,850.0,,,NOT_FOUND
JOC59:7219,Journal of Organic Chemistry,59.0,7219.0,,,NOT_FOUND
JOC61:4059,Journal of Organic Chemistry,61.0,4059.0,,,NOT_FOUND
JOC64:1400,Journal of Organic Chemistry,64.0,1400.0,,,NOT_FOUND
JOP10:493,,10.0,493.0,,,UNKNOWN_JOURNAL
JPH150:5,,150.0,5.0,,,UNKNOWN_JOURNAL
JPP32:662,Journal of Pharmacy and Pharmacology,32.0,662.0,,,NOT_FOUND
JPP41:1989,Journal of Pharmacy and Pharmacology,41.0,1989.0,,,NOT_FOUND
JPP41:1989 BBR122:165,Journal of Pharmacy and Pharmacology,41.0,1989.0,,,NOT_FOUND
JPP41:1989 BBR122:165,Biochemical and Biophysical Research Communications,122.0,165.0,,6331440,RESOLVED
JPP42:102,Journal of Pharmacy and Pharmacology,42.0,102.0,,,NOT_FOUND
JPP42:123,Journal of Pharmacy and Pharmacology,42.0,123.0,,,NOT_FOUND
JPP42:125,Journal of Pharmacy and Pharmacology,42.0,125.0,,,NOT_FOUND
JPP42:131,Journal of Pharmacy and Pharmacology,42.0,131.0,,,NOT_FOUND
JPP42:135,Journal of Pharmacy and Pharmacology,42.0,135.0,,,NOT_FOUND
